Symbol,marketCap,trailingPE,forwardPE,pegRatio,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
AVGO,1.324745203869472,0.8070343461223054,0.2961442106368665,-0.21435663368226748,0.08743328883649541,-0.4736882294964823,-0.3166699977050594,-0.09963672686548611,0.3625730196710569,0.3950404806223667,0.08790112901174628,1.381197582796568,0.27300969011248916,-0.33786564853086015,0.4086168906473159
AXP,-0.26210052373066245,-0.22544147125951516,-0.165027040111468,-0.07271730721911837,0.09670429826656637,0.2441346989256063,0.09621936893979617,-0.09991236633536739,-0.4354674235008616,0.6510014690164598,-0.5972832333691397,0.15664801180490676,-0.4583166342693712,-0.26004364527751267,-0.11440680674868596
BA,-0.32340383084281954,-0.4949550857598962,7.9778420656640545,-0.47717310624628384,-0.20340812366239394,-1.6771339738423838,-0.5796274714341852,-0.10100641615905105,-0.7183994152426898,1.0768675962583567,0.20518493878865465,0.30892301538103367,-0.24545948538744158,-0.330225588850737,-2.488111588313095
BAC,-0.061352543901023245,-0.3185509205898228,-0.2922365199874983,-0.20392605149202353,0.06923158594503485,-0.4318672414927607,-0.4324635519261306,-0.1001126179686788,-0.3142108745430542,0.7216113968493132,0.15580228204048263,0.1755025959593544,1.002466527895363,-0.23712346623714323,0.8704415450933871
BK,-0.4631704945924285,-0.3035120581090854,-0.2533064635357961,-0.2510061656403379,0.07198510854509942,-0.23649456619179218,-0.3000621572590093,-0.09973281404803985,-0.33740202032090216,0.2869190286283102,0.421234062061907,0.7764669803338198,-0.4021211700263903,-0.825408061606626,0.6602566572242161
BKNG,-0.3135051737755667,-0.019743340536141227,-0.06315288492644819,-0.20461002409466245,-0.07496012992215292,8.326820872958324,9.07967706354904,-0.10533484110478235,-0.3794111243870609,0.9378543008374267,-1.325677420404676,0.6406879554486973,-0.5563383508734858,0.09006653145929364,0.14037944018553727
BLK,-0.324840652264842,-0.16529952452285,-0.1308147066484847,-0.03251491757511793,0.08029452008949431,1.9388210038525373,1.6638149754864102,-0.09407250142393793,-0.057915583489580334,0.9797789454881832,0.13111095366639663,0.2507372753961909,-0.5404757361514188,0.17588394600579316,0.9625547575540155
BMY,-0.43310266692997307,-0.2679885627619735,-0.4116135551092903,-0.47717310624628384,0.08979771753015421,-0.48929307576652775,-0.2769957121950509,-0.10072776117570698,0.5909064679664301,-1.3591749139750835,0.9397519579177125,-0.3849458019205156,-0.036831632866389505,-0.3235627461064436,-0.5399682750766105
BRK-B,0.8675062467310237,-0.2929598447477592,-0.10871280673252672,-0.47717310624628384,0.0625400943913108,1.176056118172718,0.3250385039742636,9.899991563693048,-0.7183994152426898,-0.41476712921067,-1.325677420404676,-0.2261574888681432,-0.3731539829735132,-0.6233018316963914,-0.03543022844188968
C,-0.32523176664154935,-0.3257002112983497,-0.2993264990663128,-0.2739952447845915,0.06696345810330123,-0.22213810762335046,-0.2696144497745842,-0.098608824483547,-0.2798879787918392,0.8341459693329235,0.9335791258241911,0.7888463244591424,0.018853594550212075,-0.596383947009446,0.1587862716138673
CAT,-0.2904604852814957,-0.23196093648932942,-0.19453475584458477,-0.07214733005025255,0.1161038052076663,0.5805751845077851,0.42053358653905143,-0.10005433240131938,-0.3377995828199509,0.902549336921,-0.1343208263550276,0.14181744840798208,-0.4502941914178434,-0.2358797355915418,-0.1968445921105463
CHTR,-0.51344037800277,-0.4075671088394445,-0.399060718659076,-0.35428602863881925,0.07365364017790002,1.6354627923628546,1.049324878982558,-0.09835627523103799,-0.7183994152426898,0.07508924512974999,-1.325677420404676,-0.8491661498182446,-0.4937006945760248,-0.3512801719227043,-0.6227207556714085
CL,-0.47092232969901765,-0.21202464311847719,-0.15491347357759044,-0.13138695713437046,0.5416057040582866,-0.4225043337307334,-0.4232369739005473,-0.1008935928767788,0.033523844299981884,-1.4010995586258401,0.08172829691822464,-0.7744480807985216,-0.36106045578540846,-0.23596857349479902,-0.2287027057284408
CMCSA,-0.3950526205866624,-0.4280926905970632,-0.3950363744924607,0.04832684420901346,0.06889772692765694,-0.2683284525826848,-0.3992478710340306,-0.1003481941882687,-0.43705768674914014,-0.14556677934791665,0.26691325972386964,-0.6664836648070721,0.29082876131075913,-0.41595416549397934,0.07831511513734267
COF,-0.36881589390978703,7.197893936904425,-0.2814595720584358,-0.2930324822247089,0.0692776870929851,-0.6228705598381165,0.1211311296088713,-0.0973573433177236,8.116366959453247,0.39062736013281335,-0.31950578916067246,0.8153952671456812,-0.4088492653921869,-0.04256845810377461,-1.3725269776242544
COP,-0.39928571126692597,-0.33922092299486384,-0.3202099162656924,-0.47717310624628384,0.07168096535771265,-0.1790687319180251,-0.23086282206713413,-0.09978144997231835,-0.16419729156863205,-0.6861740393182,0.30395025228499867,-0.6076958199039376,-0.258512647954383,-0.3613188549907731,-0.15586168545641538
COST,-0.0004097326232797081,0.14494813930309497,0.28818705487780294,0.4732068251205365,0.13869068101780338,0.45448802664581833,0.30658534792309694,-0.09959498354340829,-0.35913543693557104,-0.07936997200461683,-0.9367889985128219,-0.2670138012694503,-0.47674193427999484,-0.4361203695333742,-1.1429912355575476
CRM,-0.24875002309021202,-0.03905049077014094,-0.1531869152931372,-0.22558518390892357,0.08157900611275887,-0.2452332801030176,-0.0878508626705919,-0.09954830770288059,-0.3832542285445329,0.8429722103120302,-1.325677420404676,-0.47172484593914266,-0.23703755006253194,-0.03883726616697022,-0.10772045732736572
CSCO,-0.19784393909313427,-0.18128054549058872,-0.22745247695092854,-0.17225432014204772,0.0909752457631296,-0.481802749556906,-0.42139165829543057,-0.10065603503405623,0.10415739528932275,-0.17425206253001335,0.519999375558251,0.33612471476111544,0.25735864790480917,-0.13629244604016907,0.07886582786188319
CVS,-0.4402979802500891,-0.25637050747331647,-0.3379830640835991,-0.3374527029183162,0.06833150326125212,-0.420631752178328,-0.30236880176540515,-0.0995968359302497,0.263447436574884,-0.8825579011033235,0.6187646890545947,0.15876548215309882,-0.25545951758253327,-0.5351746316652034,-1.2797844690921614
CVX,-0.13560286191508847,-0.2525171913091971,-0.28331616174241225,0.42812163106325235,0.07172364852714914,-0.15971872254316882,-0.09200282278210449,-0.09908721415503746,0.4208821861982175,-0.32429815917482685,1.3471588760901312,-0.1819985341464913,-0.15533272354848665,-0.43132312275748286,-0.8024633988862748
DE,-0.38462480098875773,-0.18973128957365573,-0.15145889330444845,-0.189505629119719,0.08848502180408377,0.5493654919676944,0.42145624434160994,-0.09890914808505945,-0.2804180621239043,0.17438445614469983,-0.5787647370885752,0.28100494620562577,-0.5143012168801672,-0.18666353718702755,-0.44691111850878523
DHR,-0.3636382278175989,0.028138203861475572,-0.10701557359223293,-0.08198893583266856,0.07649473041770724,-0.35009784703772273,-0.21471631052236317,-0.09933773870565005,-0.3864347285369235,-0.5008229787569601,-1.0849369687573376,-0.8181486065924,-0.4048925017400071,0.03605308627888812,-0.2545038446584888
DIS,-0.2776828469788182,-0.2742062413550564,-0.13709828681245562,-0.30110715878364097,0.07211904352741312,-0.24648166780462125,-0.36372554563553455,-0.09960407316256041,-0.41717957504878234,1.27325145804348,-0.4738265914987098,0.27527631208735504,-0.21052075962029135,-0.3340456186907986,-0.4113558904710363
DUK,-0.4334091501557364,-0.2534209112047448,-0.1949633829081437,0.04011917297734612,0.07204159128326036,-0.2633349017762703,-0.3088274063833135,-0.09953030077963133,0.18817564317789026,-1.4275782815631601,1.1187640886298358,-0.13253601818722563,-0.4406263516416146,-0.036438642779024644,-0.13603885920528103
EMR,-0.4614360137320473,-0.08458984286379326,-0.16679745846353525,-0.21222871891850187,0.0812227936742324,-0.40190593665427343,-0.30975006418587187,-0.10015184118307702,-0.00040154196051751963,0.7127851558702065,0.019999975983009906,0.23268794767863252,-0.43574104230969646,-0.13638128394342636,-0.19881122099588225
FDX,-0.4890666341052219,-0.33028380084553766,-0.35301879564429395,-0.2849008079488903,0.07222854896845032,0.40392832473087126,0.4482133206158016,-0.09837156819217073,-0.28320097311307946,0.7105785956254301,-0.288641628693065,-0.7818176732974808,-0.47820518214409585,-0.5719535236137032,-1.006433988049733
GD,-0.4457978469393549,-0.2355880503413633,-0.1848999737740561,-0.08020300737022244,0.08069253992705061,0.2834589115261207,0.1405069434625963,-0.09902132518587539,-0.1986526816486967,-1.092181124357107,0.05086413645061727,-0.1280759189380196,-0.5179763850747617,-0.4040498864575084,-0.7331621690162375
GE,-0.17135676024051455,-0.027150400845966625,0.36386248709086866,0.6738197893223328,0.13765209153331276,-0.20715745520410683,-0.359573585524022,-0.10052365399303956,-0.42354056178148014,1.0128773491598335,-1.0849369687573376,0.828644297436065,-0.30635815054187027,0.05035598870330468,0.09389027156810008
GILD,-0.3707779071581292,-0.22294285507684514,-0.2630536785153889,-0.43328486424361795,0.09837642600067531,-0.3294994499612628,-0.2585425561438842,-0.10057110525131481,0.10190454112804603,-1.4143389200945002,1.1002455923492716,0.6679438034401058,-0.2750457028934776,-0.07810361940667294,0.3474178476973853
GM,-0.4871081503718415,-0.3874910550963655,-0.4312304358416447,-0.18802368848066794,0.06673030501351557,-0.2358703723409904,-0.11368528114222534,-0.09941866216336231,-0.6151656863230124,0.8142869271299333,1.1804924095650506,0.04161789302686712,-0.18722811321500638,-0.4896896251974935,-1.1723321648895837
GOOGL,2.815341433471569,-0.23059962856565566,-0.1324409331135415,-0.16790349441970553,0.09671751250399642,-0.05922351256407634,-0.1879592342481714,-0.10026649531280883,-0.603901415516629,0.057436763171536634,-1.325677420404676,0.2147446766959427,0.9554335027776467,0.01837434353069611,1.075277416355109
GS,-0.25722233698298536,-0.29764844311594707,-0.21919723612232997,0.1536396257764495,0.0723672032152493,2.191619513427273,1.3159729839219172,-0.09279437604273254,-0.3681468535806777,0.8429722103120302,0.06320980063766027,0.6134288618908712,-0.48213780555932867,-0.6076663607231161,0.8615527380839497
HD,-0.016552675204184526,-0.16352677642843227,-0.08127839400931926,0.3483248274220416,0.2500940451705296,0.2740960037640935,0.11836315620119627,-0.10068074070506926,0.101374457795981,0.02654491974466327,0.09407396110526764,-0.14187656988454947,-0.4203575747149103,-0.3221413396543276,-0.675345592450429
HON,-0.3722323761549608,-0.19151023859936367,-0.18186568085429414,-0.07068438865016372,0.1059727644989592,-0.0966751436121854,-0.09338680948594197,-0.10036626572966358,-0.044530979354936745,0.1699713356551465,-0.1034566658874201,-0.19499318322281287,-0.4260030170297515,-0.19963387106258546,-0.24797489791704375
IBM,-0.25817618840141887,-0.0264870209070097,-0.1367001933000413,-0.13075998224861812,0.10318698336601086,-0.2577171571190539,-0.1118399655371087,-0.10027623111341728,0.7115003730029063,-0.6861740393182,1.3656773723706959,0.0865329516524506,-0.37674722066695443,-0.18995053960754565,-0.6560734395928306
INTC,-0.4189831621874805,-0.4949550857598962,-0.09866018816222148,-0.47717310624628384,0.06792233145239857,-0.9424578114486463,-0.5565610263702269,-0.10043062540271235,2.0424070989853456,0.5075750531059766,0.35950574112669204,0.12509905419125708,3.653512927222866,-0.3294260477214218,-4.411712512086478
INTU,-0.3147759315186352,0.0830313016791531,-0.020950717656353708,-0.12439523719628344,0.10872790851123995,0.20793145557910095,0.42422421774928487,-0.09939066096692208,-0.31513852037416806,0.6598277099955665,-0.9676531589804294,-0.23986604110931356,-0.4932913671912942,-0.5719535236137032,0.24366265791466205
ISRG,-0.33357900334786295,0.29686134327326946,0.501038635462912,0.175336756671274,0.10966135112051961,-0.19717035359127777,-0.23870541338887993,-0.09983980015782343,-0.7183994152426898,1.3482745063658867,-1.325677420404676,-0.4026858669428487,-0.4885214758272707,1.0086504511392171,0.8704415450933871
JNJ,0.009803139513449721,-0.268992946038254,-0.24253026447866813,-0.27099336502856497,0.08931746186183966,-0.06109609411648186,-0.11230129443838786,-0.10021001905352708,-0.006099937780217261,-1.2995977873661135,0.396542733687821,-0.14364010598012855,-0.22205934583952233,-0.11950208232454958,0.5944163984232164
JPM,0.5429046088626516,-0.31157105416807335,-0.22234945935194733,0.27044694691601234,0.0745931068011352,0.5718364705965597,0.1709546509470214,-0.0982734778471024,-0.35820779110445716,0.2626468659357666,0.2545675955368266,0.36828624686214567,-0.22591715077627136,-0.32302971868690006,1.3432002187811554
KO,-0.16422850770467318,-0.20319596544127108,-0.13204757111016743,-0.004624034778618494,0.11374191674297239,-0.4686946786900678,-0.4642952461143932,-0.10076926756458417,0.21680010335315555,-1.2157484980646,0.5014808792776864,-0.4175653567300388,0.04973615090832674,0.0588844274160003,0.6637964476262045
LIN,-0.2582264398706879,-0.08434859311805558,-0.04200520103329962,-0.013382683940189492,0.0915652552548227,0.23227501576037182,0.18064255787388397,-0.09914313039039042,-0.17400383321183635,-0.13012085763447997,-0.4985179198727957,-0.3178753992486617,-0.49443729692394395,0.08722371855506175,0.2161309547880865
LLY,0.3258999698919312,0.08092393074234942,0.026918452878428586,-0.2859457660918109,0.24127202887918237,0.31029924711059886,0.44406136050428907,-0.10047344569388403,-0.23337316640312708,-1.217955058309377,-0.6590115543043545,-0.9108182803718072,-0.3873665677961118,0.5301695041956902,0.6656843358405984
LMT,-0.41931436304771086,-0.18899153523000445,-0.25014196901834407,-0.12405325089496397,0.1605536459993504,0.4675960975126565,0.6954856117014357,-0.10041709867089353,0.2520506979438177,-1.6018965409005168,0.31629591647204164,-0.7633560958274851,-0.49276170438299455,-0.4175532477526097,-0.912196869883108
LOW,-0.36735780716011956,-0.2412680435486697,-0.17779232812551574,-0.004833026407202637,-0.0003645894617283142,0.11617495951123394,-0.018651527478716654,-0.1013500123787546,-0.2128324372856046,-0.22500294815987673,-0.2824687965995435,-0.2555360545557712,-0.44835508827695425,-0.38175157273993965,-0.7273411803551902
MA,0.15760400508146108,-0.01740216575951209,0.08880863350275792,-0.030007018032108385,0.40023681639139186,0.28096213612291343,0.15434681050097138,-0.10072560723751928,-0.46462202001652514,0.09053516684318642,-1.0046901515415583,0.17885143420634636,-0.4503875824355271,1.0316594680828435,2.16144243570298
MCD,-0.26181041966026886,-0.17367063811374975,-0.1035326042648495,0.052829663843053265,-0.33777069964019185,0.08309268541873771,-0.019574185281275053,-0.10099562492873064,0.07420768702764474,-1.03039743750336,0.03851847226357427,-0.17024271567781604,-0.41632729306839195,0.37470317349550974,1.1608618393983103
MDLZ,-0.4543805795017621,-0.22286903047594384,-0.21801529495218822,0.48772224368765194,0.07769830168760666,-0.47431242334728413,-0.4430741166555515,-0.10047620273476429,0.19413904090737272,-1.1473451304765236,0.08790112901174628,-0.6153185456443238,-0.265189252276052,-0.33200234691588193,-0.6006167232950143
MDT,-0.4034637194543165,-0.19012678449251055,-0.25772445053276083,-0.06971542746309185,0.07470967382140639,-0.4187591706259225,-0.3314325225459928,-0.10010540227574997,0.3102273701421285,-0.37725560504946687,0.41506122996838535,-0.265902025164437,-0.247148692371787,-0.2113604742925419,-0.3006784439022027
MET,-0.48994694477050554,-0.3303093467671079,-0.3836217195616926,-0.29802928207176566,0.07218934711007677,-0.2770671664939103,-0.1542822244547922,-0.10001806008223833,-0.2229040205948414,-0.3463637616225935,0.5879005285869874,-0.18013640821271767,-0.4419114331778106,-0.48498121632485947,-0.9106236297044467
META,1.9881496595308725,-0.1675244378232421,-0.018612041664590354,-0.026587155018913677,0.11065920985931654,1.0761851020444273,0.5658521904419895,-0.09924231924393448,-0.6198039154785819,0.6289358665686932,-1.325677420404676,0.6023999246648871,-0.07195380817828495,0.3695505751065895,1.773324240951216
MMM,-0.45020094994343596,-0.23463766783931106,-0.18859465260126518,0.1971668822388338,0.15872131165508402,-0.1952977720388723,-0.23686009778376327,-0.10073883241799181,-0.192026639997883,0.2560271852014368,1.2175294021261798,0.047319327204645475,-0.42765227476675877,-0.23738997994691496,-0.11306955259682369
MO,-0.4121855259359539,-0.3410930176699334,-0.31451454096657994,-0.47717310624628384,-0.10720442782592274,-0.32200912375164104,-0.3544989676099512,-0.10095403238232595,0.32745499892174434,-0.8053282925361401,3.538514269290262,0.21228346945543,-0.2101912900901076,0.024948348371732376,2.0392803358299174
MRK,-0.27665979500766436,-0.3381896650260223,-0.3720257099741681,-0.3179594837431061,0.08401945662557286,-0.23961553544580125,-0.16766076259188803,-0.10049072027814947,-0.06493916113527623,-1.3150437090795501,0.5323450397452938,-0.9028954339639242,0.008912368622565288,-0.23685695252737152,0.6560875707507634
MS,-0.24229897417820256,-0.29299512301901853,-0.20618231845686788,-0.1297150241056975,0.07450299151064453,-0.09355417435817627,-0.2354761110799258,-0.09958576468796487,-0.16313708514825193,0.7326441980731968,0.5076537113712081,0.5924520751430034,-0.3508277182085686,-0.3516355235357333,0.39658152461854684
MSFT,4.461955460067494,-0.053701364092484875,0.045636881315381614,-0.04735332320459062,0.11629689031698977,0.20543468017589364,0.08837677761805031,-0.09991710499938035,-0.40366243682903913,0.14790573320737982,-0.8195051887359136,0.1151981083388908,0.24358513904176474,0.6155427292259036,1.4707899972705998
NEE,-0.3549787834534433,-0.18279381214360266,-0.1797789492090152,0.0629182597319777,0.07754670681978154,-0.46557370943605875,-0.4315408941235723,-0.1003809986668675,0.2804101032009671,-0.8207742142495769,0.1372837857599183,-0.45513787622318824,-0.135679725864578,0.30860777347211876,0.42490000515847104
NFLX,0.13898996083790766,0.12934998394434388,0.3516266004750103,-0.1611207661102026,0.16584568906985422,0.82276239861889,0.495730197447556,-0.09964749655642466,-0.7183994152426898,1.32620890391812,-1.325677420404676,1.2298191302997838,-0.43328320855535407,0.5490919775894835,0.5609065399417452
NKE,-0.4060869983604911,-0.05906987422610037,-0.11148029700583259,0.4262597056449574,0.10600545497961981,-0.5098914728429876,-0.4523006946811349,-0.10071949005306617,0.2448945729609388,0.6355555473030233,-0.5479005766209677,-0.49255076619644217,0.04308710059448613,-0.3440843017588674,-0.82574731419946
NOW,-0.32089308831525587,0.811959896679603,0.35530854847933413,-0.0962953627711999,0.14374617206925108,-0.15035581478114157,0.16910933534190475,-0.09977761596234422,-0.7183994152426898,-0.13012085763447997,-1.325677420404676,-0.22095753029840373,-0.5040260510080872,0.7460456091107978,-0.28887914256224173
NVDA,5.406033651571747,0.209236617669175,0.22498597393226025,-0.14844827372241984,0.32413220477172905,-0.4518414447184188,-0.41124242246728887,-0.10083825820473652,-0.7013042284461947,2.5530564000139466,-1.288640427843547,0.4983647798307078,6.72272248504498,2.0264663087574837,2.6938269121620175
ORCL,0.3232567161370195,0.1525523006432171,0.030823241342694277,-0.011235769937461703,0.22158470024132007,-0.37444140721899355,-0.27099843647842176,-0.10075537466327343,-0.19931535207419457,0.9775723852434067,-0.4861722556857527,1.1233472979558976,-0.019748188652929727,0.6035496122861752,0.3327079733648917
PEP,-0.29151269987002165,-0.17383760836401266,-0.23600139471653914,0.13745227418066103,0.11663591242148279,-0.30265911437678467,-0.20318308799038395,-0.10062273514967422,0.6061463107549685,-1.1716172931690667,0.458271054623036,-0.6660042841776382,-0.173233196926226,-0.3333349154647406,-0.7252173061139973
PFE,-0.3717190964416372,-0.3371164250764186,-0.3811546460728085,-0.31571757354556734,0.07043771773010633,-0.5267447068146367,-0.4661405617195099,-0.10057625316358344,0.4736254114782781,-1.2091288173302703,1.5385166709892972,-0.6096716369823595,1.0764130317597633,-0.30464027271265015,-0.04754409915557391
PG,-0.07058857865313023,-0.20814974340394019,-0.16814998925637592,0.24219507857923134,0.0978101142624443,-0.23836714774419765,-0.25900388504516336,-0.10044109354230461,0.11144598809688457,-1.3569683537303068,0.15580228204048263,-0.5043711190889802,-0.23513778656703788,-0.15690283959585016,0.118353999022268
PLTR,-0.04864373114010135,5.92424539461876,5.29957443700376,0.3105163418872775,0.3809194487978698,-0.6259915290921254,-0.5796274714341852,-0.10085846214493724,-0.7183994152426898,3.550421630653,-1.325677420404676,8.235004876077925,2.580346461065927,8.909271701515872,0.37258969055596847
PM,-0.21315521765169027,-0.19979072043196544,-0.13190145598387085,-0.24998020673637944,-0.04475128572273422,-0.22276230147415224,-0.26915312087330506,-0.10107788382811929,0.340309519724323,-1.0612892809302334,1.7545657942625499,0.42677252629724893,-0.3374852385594293,0.13279756292602893,0.2853535226491907
PYPL,-0.4722085290700442,-0.3150582041424134,-0.2816462454079083,-0.3051729959215502,0.07903632251678189,-0.35321881629173185,-0.3757200970687929,-0.10045905738679013,-0.7183994152426898,0.9577133430404166,-1.325677420404676,-0.40401630837393504,-0.1360681235825953,-0.3833506549985701,-0.23271446818402763
QCOM,-0.33124548659032,-0.31103522427332003,-0.304402097740604,-0.13604177068010775,0.09391009984200312,0.001947484814501563,-0.0371046835298834,-0.10037165057513285,-0.2784302231244936,0.5296406555537433,-0.04172834495220509,-0.5531014980818723,-0.2402358063369703,-0.2155358557456325,0.7329405108023935
RTX,-0.2749033760058485,-0.07513132773696476,-0.08141722465407189,-0.18365386351936355,0.07947172340192273,-0.3607091425013536,-0.31943797111273436,-0.09990823077404698,0.03007824963322552,-0.6972068405420834,0.15580228204048263,0.30222213519890867,-0.3548632424317977,-0.3064170307777951,-0.7942038486172978
SBUX,-0.42989930121008807,-0.04602007418034921,-0.1295589505333519,0.03842824070971092,-0.0006759876894953835,-0.5005285650809604,-0.4296955785184556,-0.10105836914813864,0.6584920397963966,0.035371160723769945,-0.017037016578119093,-0.613915832777818,-0.1797472407297335,-0.2790549565745633,-0.8081270635294562
SCHW,-0.3248264459671206,-0.18203808860624254,-0.09038205568017281,-0.319517421338006,0.0829849461530781,-0.4125172321179043,-0.42600494730822225,-0.1004055535622074,-0.3478711661291877,-0.07275029127028683,-0.5293820803404032,0.7153033179956603,-0.23196688109978014,0.06305980886909084,1.2765732612288156
SO,-0.42460614277050845,-0.20700366046804092,-0.15915683725530036,0.27624171479948123,0.07743122189548743,-0.4031543243558771,-0.4020158444417055,-0.10024631291198999,0.2747117073812672,-1.390066757401957,1.0385172714140565,-0.16182547527842572,-0.34927888223165565,-0.0227576056774087,-0.18465205938792892
SPG,-0.4726756107414377,-0.1677810223044678,-0.08201433088306004,-0.47717310624628384,0.18102472977692588,-0.24086392314740493,-0.2885289347270301,-0.10075326380384947,0.9919144556653419,1.1651300060494234,2.0817258952191886,-0.23813546321722573,-0.5031195729186893,0.6494788082701715,1.3852055742273985
T,-0.2875268627425683,-0.29958983738800343,-0.30890754957554645,-0.2634316679216121,0.07214782520230381,-0.5354834207258622,-0.4979722559077725,-0.1005956816860366,0.12218022857953593,-0.8075348527809167,2.865675571096419,0.6263334014799602,0.710773217323254,-0.3103258985211139,-0.5631736463738759
TGT,-0.5036826257906337,-0.36086135917591694,-0.3702703881995062,-0.04127356673668893,0.07654806137197523,-0.10915902062822168,-0.11645325454990038,-0.10018137167563052,-0.02650814606472341,0.5009553723716468,0.223703435069219,-1.1545048296099512,-0.2998517877228459,-0.5214047566603303,-1.0800616284110893
TMO,-0.31413071412414484,-0.1563592540242393,-0.17197915867508132,-0.09716932776346077,0.08060304658198433,0.4332654357185566,0.48235165931046,-0.09803105210407562,-0.5926371447102458,-0.5295082619390568,-1.1837022822536818,-0.7527485168790453,-0.4545169040777354,-0.13149519926427777,-0.1739539475110221
TMUS,-0.18184718461005459,-0.21126712394464303,-0.1252187440986673,-0.2788970484368372,0.08546703088998274,0.016928137233745165,-0.10907199212943368,-0.09974489764127292,-0.3066571870611266,-0.8273938949839068,-1.325677420404676,0.14733541385704974,-0.3847173596717638,-0.15788005653167989,-0.2293320017999056
TSLA,0.9647343248116963,2.041075098191632,1.3214229038801053,0.7640661743927498,0.13509280342938224,-0.5411011653830785,-0.4518393657798557,-0.10039577468283521,-0.7183994152426898,2.963476605542407,-1.325677420404676,1.0327895875313415,3.513033085523524,0.4772221138543716,-0.8734952322838442
TXN,-0.3103498535780995,-0.04499743526658298,0.07030434839941746,-0.057460918332477386,0.11901360928419556,-0.30265911437678467,-0.33004853584215527,-0.10052363245365768,0.5849429774723647,0.07508924512974999,0.30395025228499867,-0.38921070652363166,-0.29659858599326894,0.4718918396589368,1.0055043717554912
UNH,-0.19613772744165042,-0.3393332699835875,-0.35489805572410343,-0.240784575078678,0.07673688142993962,0.7977946445868173,0.7780634850304069,-0.09865784811669928,-0.2301926664107365,-1.2091288173302703,-0.44296243103110233,-1.349383818191881,0.10486217014245285,-0.5019492558469935,-0.9763064386283661
UNP,-0.3846313305914371,-0.2630941724829547,-0.21286363471710268,0.03673730844207571,0.1027334678874469,0.07310558380590865,-0.042640630345233466,-0.10032178690608735,-0.10124989588590193,0.14569917296260337,0.0014814797024452697,-0.5683791330180232,-0.40140895175619534,0.030100946760652624,0.863833936343009
